Accession	Geo_Location	Collection_Date	GenBank_Title
MT325587	USA: MD	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD_0026/2020, complete genome"
MT325588	USA: MO	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MO_4470/2020, complete genome"
MT325589	USA: NC	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_0024/2020, complete genome"
MT325590	USA: NC	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_0031/2020, complete genome"
MT325591	USA: NC	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_6999/2020, complete genome"
MT325592	USA: NE	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NE_6605/2020, complete genome"
MT325593	USA: NE	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NE_7025/2020, complete genome"
MT325594	USA: NH	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0029/2020, complete genome"
MT325595	USA: NH	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0033/2020, complete genome"
MT325596	USA: NJ	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ_3592/2020, complete genome"
MT325597	USA: NV	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NV_0052/2020, complete genome"
MT325598	USA: OH	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH_0023/2020, complete genome"
MT325599	USA: PA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_1802/2020, complete genome"
MT325600	USA: PA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_1881/2020, complete genome"
MT325601	USA: PA	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_2317/2020, complete genome"
MT325602	USA: PA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_2937/2020, complete genome"
MT325603	USA: PA	2020-03-09	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_4395/2020, complete genome"
MT325604	USA: PA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_4405/2020, complete genome"
MT325605	USA: RI	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI_0702/2020, complete genome"
MT325606	USA: SC	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3569/2020, complete genome"
MT325607	USA: SC	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3575/2020, complete genome"
MT325608	USA: SC	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_6370/2020, complete genome"
MT325609	USA: UT	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT_8199/2020, complete genome"
MT325610	USA: UT	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT_8906/2020, complete genome"
MT325611	USA: VA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6352/2020, complete genome"
MT325612	USA: VA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6377/2020, complete genome"
MT325613	USA: VA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6382/2020, complete genome"
MT325614	USA: VA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6389/2020, complete genome"
MT325615	USA: IA	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6391/2020, complete genome"
MT325616	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3623/2020, complete genome"
MT325617	USA: IA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6396/2020, complete genome"
MT325618	USA: IA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6395/2020, complete genome"
MT325619	USA: IA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6401/2020, complete genome"
MT325620	USA: IA	2020-03-08	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6399/2020, complete genome"
MT325621	USA: IA	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6390/2020, complete genome"
MT325622	USA: NJ	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ_3201/2020, complete genome"
MT325623	USA: SC	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3520/2020, complete genome"
MT325624	USA: SC	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3570/2020, complete genome"
MT325625	USA: SC	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3571/2020, complete genome"
MT325626	USA: SC	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3572/2020, complete genome"
MT325627	USA: NY	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY_1922/2020, complete genome"
MT325628	USA: VA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA_6171/2020, complete genome"
MT325629	USA: MA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8932/2020, complete genome"
MT325630	USA: MA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8933/2020, complete genome"
MT325631	USA: MA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9703/2020, complete genome"
MT325632	USA: MA	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9704/2020, complete genome"
MT325633	USA: MA	2020-03-04	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_9889/2020, complete genome"
MT325634	USA: MA	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_1355/2020, complete genome"
MT325635	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_2652/2020, complete genome"
MT325636	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3614/2020, complete genome"
MT325637	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3616/2020, complete genome"
MT325638	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3626/2020, complete genome"
MT325639	USA: MA	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3642/2020, complete genome"
MT325640	USA: MA	2020-03-06	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3653/2020, complete genome"
MT326023	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2006/2020, complete genome"
MT326024	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1994/2020, complete genome"
MT326025	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1998/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326026	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1988/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326027	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1977/2020, complete genome"
MT326028	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1986/2020, complete genome"
MT326029	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2016/2020, complete genome"
MT326030	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2009/2020, complete genome"
MT326031	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2008/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326032	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1858/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326033	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1866/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326034	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1850/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326035	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1868/2020, complete genome"
MT326036	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1864/2020, complete genome"
MT326037	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1835/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326038	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1946/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), and envelope protein (E) genes, complete cds; membrane glycoprotein (M) gene, partial cds; and ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326039	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1863/2020, complete genome"
MT326040	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-1851/2020, complete genome"
MT326041	USA	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-1849/2020, complete genome"
MT326042	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1843/2020, complete genome"
MT326043	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1846/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326044	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1860/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326045	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1853/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326046	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1854/2020, complete genome"
MT326047	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1855/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326048	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1870/2020, complete genome"
MT326049	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1872/2020, complete genome"
MT326050	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1905/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326051	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1919/2020, complete genome"
MT326052	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1913/2020, complete genome"
MT326053	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1920/2020, complete genome"
MT326054	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1904/2020, complete genome"
MT326055	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1879/2020, complete genome"
MT326056	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1878/2020, complete genome"
MT326057	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-1937/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326058	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1930/2020, complete genome"
MT326059	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1877/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326060	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1874/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), and envelope protein (E) genes, complete cds; membrane glycoprotein (M) and ORF6 protein (ORF6) genes, partial cds; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326061	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-1885/2020, complete genome"
MT326062	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-1887/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326063	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1881/2020, complete genome"
MT326064	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1888/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326065	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1880/2020, complete genome"
MT326066	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1955/2020, complete genome"
MT326067	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1956/2020, complete genome"
MT326068	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1921/2020, complete genome"
MT326069	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1890/2020, complete genome"
MT326070	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1928/2020, complete genome"
MT326071	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1938/2020, complete genome"
MT326072	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1935/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326073	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1939/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, partial cds; envelope protein (E) gene, complete cds; membrane glycoprotein (M) and ORF6 protein (ORF6) genes, partial cds; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326074	USA	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1925/2020, complete genome"
MT326075	USA	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1934/2020, complete genome"
MT326076	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1944/2020, complete genome"
MT326077	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1965/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326078	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1954/2020, complete genome"
MT326079	USA	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1968/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326080	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1963/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), and envelope protein (E) genes, complete cds; M gene, partial sequence; ORF6 gene, complete sequence; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326081	USA	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1984/2020, complete genome"
MT326082	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1865/2020, complete genome"
MT326083	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1907/2020, complete genome"
MT326084	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1917/2020, complete genome"
MT326085	USA	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1791/2020, complete genome"
MT326086	USA	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1785/2020, complete genome"
MT326087	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1801/2020, complete genome"
MT326088	USA	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1840/2020, complete genome"
MT326089	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1792/2020, complete genome"
MT326090	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1796/2020, complete genome"
MT326091	USA	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1832/2020, complete genome"
MT326092	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1774/2020, complete genome"
MT326093	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1775/2020, complete genome"
MT326094	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1778/2020, complete genome"
MT326095	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1797/2020, complete genome"
MT326096	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1779/2020, complete genome"
MT326097	USA	2020-03-21	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1784/2020, complete genome"
MT326098	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1782/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT326099	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1799/2020, complete genome"
MT326100	USA	2020-03-22	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1805/2020, complete genome"
